sa2_name,z scores_x,z scores_y,z scores_x,z scores_y,z scores
Randwick - South,-0.10747167820851972,-0.12798936007721753,-0.2403076979210774,-0.3153078548260153,0.03772903836349789
Coogee - Clovelly,-0.11335564366429819,-0.13209198262069924,-0.3908619183053668,0.6546587922640361,-0.03588568520761245
Malabar - La Perouse,-0.111554521078581,-0.13072859105348705,-0.2634698856725065,-0.5577995165985281,-0.06788779909392989
Matraville - Chifley,-0.11285167136858973,-0.13149677275432764,-0.2403076979210774,-0.07281619305350244,-0.06874560355238989
South Coogee,-0.11590635161967296,-0.13057717299202723,-1.166795207978243,-0.5577995165985281,-0.03879013953818227
Bass Hill - Georges Hall,-0.11261061334432831,-0.13224006811379577,2.342276236363272,0.1696754687190104,-0.07213224050392643
Condell Park,-0.07178562090926915,-0.12972911906686616,0.9641260651532382,-0.3153078548260153,-0.07620997961617863
Padstow,-0.1055314667810233,-0.1290368488032733,0.060800742847501504,0.1696754687190104,-0.08123547283159731
Revesby,-0.11308653612353893,-0.13057244608514576,0.6745987182603739,-0.07281619305350244,-0.0746860881901659
Yagoona - Birrong,-0.10919772238754251,-0.1318599427084578,0.8251529386446633,-0.3153078548260153,-0.07549254912880073
Bankstown - North,-0.09659038372301292,-0.13118991905147503,-0.28663207342393565,-0.3153078548260153,-0.026256477256771042
Bankstown - South,-0.09322903674953514,-0.12937186246602173,0.14186839997750353,0.41216713049152326,-0.050377229536576466
Greenacre - North,-0.09555850514244754,-0.13257097629096506,0.7904096570175196,-0.3153078548260153,-0.07594695897625588
Greenacre - South,-0.09498061318075471,-0.1330967007190655,-0.4487673876839397,-0.3153078548260153,-0.058897496247204376
Panania (North) - Milperra,-0.12096529368991361,-0.12983279158324942,-0.19398332241821908,-0.07281619305350244,-0.08787474146106025
Panania (South) - Picnic Point,-0.11565058957536709,-0.1312575354324853,0.03763855509607236,-0.07281619305350244,-0.07153542132846517
Belmore - Belfield,-0.1058114824670873,-0.1301863936623204,0.35032808974036583,0.1696754687190104,-0.07995326362614263
Punchbowl,-0.1024835391913192,-0.1310912269612495,0.697760906011803,-0.3153078548260153,-0.07459292136838597
Roselands,-0.10457818278585858,-0.13022329996761806,0.40823355911893866,-0.3153078548260153,-0.0878210999576112
Lakemba,-0.09882835155640955,-0.13182227388477982,-0.3213753550510794,-0.3153078548260153,-0.08202276202114142
Wiley Park,-0.11521885876944223,-0.1291698767212225,-1.224700677356816,-0.5577995165985281,-0.08511348433859614
Campsie - North,-0.10548387849875987,-0.12517965738880102,-1.2710250528596745,-0.5577995165985281,-0.0730552420406299
Campsie - South,-0.08140684480748803,-0.12533293709738558,-1.120470832475385,-0.3153078548260153,-0.0429190908569097
Canterbury - South,-0.11212154485154532,-0.13073961534049147,-0.9930787998425246,-0.800291178371041,-0.087511463078461
Earlwood,-0.10785062637727409,-0.12895327267835313,0.1071251183503598,-0.07281619305350244,-0.06978974165440972
Kingsgrove - North,-0.09408186991211358,-0.1269926594835038,-0.9351733304639518,-0.07281619305350244,-0.09117352978148931
Narwee - Beverly Hills,-0.11106121718872,-0.12838285457778795,-0.20556441629393366,-0.3153078548260153,-0.07649092452836771
Oatley - Hurstville Grove,-0.10790061205411,-0.1300981780775669,-0.6456459835710874,-0.07281619305350244,-0.0552641215111372
Peakhurst - Lugarno,-0.10206411501086633,-0.13248908939480367,1.3578832569275336,-0.07281619305350244,-0.07875240304097361
Riverwood,-0.11061458257986968,-0.12609268384323782,-0.35611863667822313,-0.07281619305350244,-0.08505045393062663
South Hurstville - Blakehurst,-0.10766051298767758,-0.1319420860617515,0.7325041876389468,0.6546587922640361,-0.0518992825756901
Hurstville - Central,-0.07340138493795853,-0.12777057938411684,-0.900430048836808,1.1396421158090617,-0.009938561200215613
Hurstville - North,-0.10889808802256053,-0.12913361429286432,-0.2750509795482211,-0.3153078548260153,-0.07151093138870203
Mortdale - Oatley,-0.11841154903474707,-0.13079671157423575,-0.42560519993251056,-0.3153078548260153,-0.07375776846279
Penshurst,-0.10602093483956837,-0.12525026352040605,-0.8772678610853789,-0.5577995165985281,-0.07296686815612265
Kingsgrove (South) - Bardwell Park,-0.10655131843215017,-0.12759599444254943,0.535625591751799,0.1696754687190104,-0.06310608911266828
Kogarah,-0.10315592845574338,-0.13031690379777916,-0.900430048836808,-0.5577995165985281,0.03503061467897839
Kogarah Bay - Carlton - Allawah,-0.10950139236672149,-0.12954431397245716,-0.35611863667822313,0.41216713049152326,-0.0741197337118899
Monterey - Brighton-le-Sands - Kyeemagh,-0.10919952043347185,-0.13152289549109808,0.13028730610178893,-0.07281619305350244,-0.06350941806699813
Rockdale - Banksia,-0.10063362962605234,-0.1312673241451275,-0.3213753550510794,1.1396421158090617,-0.08190983254019606
Sans Souci - Ramsgate,-0.10772935816848356,-0.13197692285649382,0.2692604326103638,-0.07281619305350244,-0.062106663206301795
Arncliffe - Bardwell Valley,-0.10410190039746209,-0.12974455490248393,-0.7498758284525185,0.1696754687190104,-0.08768276134345313
Bexley - North,-0.1037317426754734,-0.1289582604400117,-0.3908619183053668,-0.800291178371041,-0.081114204952931
Bexley - South,-0.11423584708157894,-0.12940784266054497,-0.00868582040678593,-0.3153078548260153,-0.08855415673363154
Concord - Mortlake - Cabarita,-0.10365530574518796,-0.1327827744886365,0.3619091836160804,0.6546587922640361,-0.031771047044028104
Drummoyne - Rodd Point,-0.0997523873377902,-0.13165072349878562,-0.12449675916393166,0.1696754687190104,0.002731732621804518
Five Dock - Abbotsford,-0.09917717246670328,-0.13201546586444174,0.40823355911893866,-0.07281619305350244,-0.04146755308671195
Concord West - North Strathfield,-0.10672640814909257,-0.13144171504891855,-0.8425245794582351,-0.07281619305350244,-0.04864212058719091
Rhodes,-0.09101188629234276,-0.13168432289402918,-1.2362817712325307,-0.800291178371041,-0.0483308422911665
Balmain,-0.10498402173040079,-0.13217746620701665,-0.8772678610853789,-0.07281619305350244,-0.006686126492314139
Lilyfield - Rozelle,-0.10192658447555925,-0.1299350628056989,-0.7382947345768041,0.41216713049152326,-0.03733190478713777
Annandale (NSW),-0.09834695472625846,-0.12895374806923982,-1.2710250528596745,-0.07281619305350244,-0.021745141463028615
Leichhardt,-0.09758186620503227,-0.13056520025858764,-0.6224837958196583,0.41216713049152326,-0.033178135245272355
Canterbury (North) - Ashbury,-0.11836320157753567,-0.1290798810780579,-0.5182539509382271,0.1696754687190104,-0.07507589186945231
Croydon Park - Enfield,-0.11073165534815842,-0.12967369419577923,-0.41402410605679596,-0.07281619305350244,-0.07903656513023614
Dulwich Hill - Lewisham,-0.11457903411462737,-0.12712315575345073,-0.6919703590739457,-0.07281619305350244,-0.07284297401045758
Haberfield - Summer Hill,-0.11121149387183739,-0.1256530857856903,-0.4487673876839397,0.1696754687190104,-0.014272361344843925
Homebush,-0.09199417876183431,-0.13120916933863755,-0.8656867672096643,-0.5577995165985281,-0.07496526037213083
Strathfield South,-0.09418675592465893,-0.12013877953978779,-1.201538489605387,-0.800291178371041,-0.04373763262373869
Ashfield - North,-0.1162572502719295,-0.13048009412174846,-0.9351733304639518,-0.5577995165985281,-0.08417400297647566
Ashfield - South,-0.10724896025273765,-0.12744681169597513,-0.495091763186798,1.1396421158090617,-0.04740409832398986
Burwood (NSW),-0.08008651970327883,-0.1273451975416551,-0.8772678610853789,-0.5577995165985281,0.0011981240078964759
Croydon,-0.11145379054996124,-0.1285799212471859,-0.6456459835710874,0.41216713049152326,-0.06376961546989726
Strathfield - East,-0.1032580175079542,-0.12812535037854056,-0.41402410605679596,-0.3153078548260153,0.004668604533367475
Strathfield - West,-0.10394686888177597,-0.1299217223436895,-0.00868582040678593,-0.3153078548260153,0.05957222624533021
Chatswood (West) - Lane Cove North,-0.11478157399942451,-0.1321685781961949,0.697760906011803,0.1696754687190104,-0.07137233014784408
St Leonards - Naremburn,-0.08027990953212437,-0.1283606291923211,-1.2362817712325307,-0.3153078548260153,0.07028004205254978
Artarmon,-0.1167386870586568,-0.12983170369545058,-1.3289305222382473,-0.5577995165985281,-0.04972532441081686
Castle Cove - Northbridge,-0.10483981844686699,-0.13214010061923417,0.5703688733789427,-0.07281619305350244,-0.018042301964845034
Chatswood - East,-0.06530538346674228,-0.13130189475886528,-0.06659128978535879,2.837083748216652,0.058238607863375404
Greenwich - Riverview,-0.1117615360999134,-0.13127327050304397,0.6745987182603739,-0.3153078548260153,0.05529955246509732
Lane Cove,-0.10226629528647761,-0.1325561244516457,0.29242262036179295,0.1696754687190104,-0.03258866961740754
Willoughby,-0.10385876463123786,-0.13172334369087685,-0.25188879179679197,-0.07281619305350244,-0.05617261292267268
Asquith - Mount Colah,-0.11737068022453492,-0.13103697766722824,2.5275737383747057,0.1696754687190104,-0.08246673245727663
Berowra - Brooklyn - Cowan,-0.12175903107628075,-0.13022923127443067,0.47772012237322614,0.1696754687190104,-0.08206589845659555
Normanhurst - Thornleigh - Westleigh,-0.11530320710181681,-0.13047844668736494,1.832708105831831,0.6546587922640361,-0.06254295181146571
Hornsby - East,-0.09432041067207389,-0.12776153607433785,-0.9120111427125226,-0.3153078548260153,-0.002684023869625333
Hornsby - West,-0.10998794359520338,-0.12705545476005942,0.09554402447464523,0.897150454036549,-0.07699969810269658
Wahroonga (West) - Waitara,-0.11681356568247013,-0.13036756990395273,-0.8425245794582351,-0.5577995165985281,-0.07954743971816398
Gordon - Killara,-0.0993064319907354,-0.12997626067877516,0.5008823101246552,-0.3153078548260153,-0.0008229197609757443
Lindfield - Roseville,-0.10811406008421186,-0.13241405220104852,2.087492171097552,0.6546587922640361,-0.01611435936107777
Pymble,-0.1083872032391681,-0.1293863450533467,1.5431807589389668,0.41216713049152326,-0.001827401231314772
St Ives,-0.10572341817312539,-0.1310269439011609,1.2304912242946733,0.41216713049152326,-0.03885316994615178
Turramurra,-0.10962909358428148,-0.12851383159196259,1.427369820181821,-0.07281619305350244,-0.04169472518210205
Wahroonga (East) - Warrawee,-0.11193538716299338,-0.13049269904292612,1.0336126284075255,0.1696754687190104,0.01310850747383427
Cremorne - Cammeray,-0.11446939326951329,-0.13147657916269734,-0.29821316729965025,-0.07281619305350244,-0.035716684926244205
Crows Nest - Waverton,-0.1012730547151051,-0.13173431448068826,-0.495091763186798,0.1696754687190104,-0.010201253556763526
Neutral Bay - Kirribilli,-0.10020713313161071,-0.13164914317708615,-0.6688081713225166,0.6546587922640361,-0.027318933571107023
North Sydney - Lavender Bay,-0.06849515690198393,-0.1316901103151159,-0.332956448926794,-0.07281619305350244,0.06900262578436779
Mosman - North,-0.10036863761264248,-0.13304799659086275,0.24609824485893467,-0.07281619305350244,-0.025664647988607358
Mosman - South,-0.10878289321335355,-0.13334723909447818,0.46613902849751154,0.1696754687190104,-0.016163010957229232
Balgowlah - Clontarf - Seaforth,-0.10928302967774607,-0.1331490195453078,1.5315996650632522,0.1696754687190104,-0.05356702777655825
Manly - Fairlight,-0.10250040086647887,-0.1330016544401546,0.46613902849751154,0.6546587922640361,-0.05088744755775462
Avalon - Palm Beach,-0.09817665979846099,-0.13360418790519535,1.3231399753003898,-0.07281619305350244,-0.06945673099897084
Bayview - Elanora Heights,-0.10912612020297821,-0.1306009616920239,0.40823355911893866,-0.800291178371041,-0.07946792948477745
Newport - Bilgola,-0.10211665790857954,-0.13286506716795168,-0.42560519993251056,-0.3153078548260153,-0.06132626796762934
Mona Vale - Warriewood (North),-0.08581281650934149,-0.13263964787545932,0.1534494938532181,0.6546587922640361,-0.02549748609413824
North Narrabeen - Warriewood (South),-0.11051493087880752,-0.13360225689467756,-0.2403076979210774,-0.07281619305350244,-0.07416772874129168
Beacon Hill - Narraweena,-0.11466781762696103,-0.13252108914665245,-0.05501019590964422,-0.07281619305350244,-0.09182241470020037
Cromer,-0.11327209446344777,-0.12916193875763626,-0.46034848155965424,-0.5577995165985281,-0.08848318186799088
Forestville - Killarney Heights,-0.11418434305484712,-0.13185795152551325,-0.5066728570625125,-0.07281619305350244,-0.06223515331921462
Freshwater - Brookvale,-0.07933517624426811,-0.13212409989965776,1.427369820181821,1.1396421158090617,-0.052466556247415655
Manly Vale - Allambie Heights,-0.11388426916752685,-0.13174062892310692,0.5935310611303718,-0.3153078548260153,-0.07448629492823755
Terrey Hills - Duffys Forest,-0.0989001934804311,-0.11325437577275019,-0.4371862938082251,-0.800291178371041,-0.06199721352912974
Belrose,-0.10964731378303223,-0.12806437060056633,-0.2403076979210774,-0.5577995165985281,-0.07652939933989909
Collaroy - Collaroy Plateau,-0.11618552821763657,-0.13226683355596963,-0.6109027019439437,-0.3153078548260153,-0.08677269417171841
Dee Why (South) - North Curl Curl,-0.11658317606405619,-0.1304911816500866,-0.8656867672096643,-0.800291178371041,-0.06978475174711214
Dee Why - North,-0.10975160044693448,-0.13247429696864535,-0.7382947345768041,0.41216713049152326,-0.049456722953521805
Frenchs Forest - Oxford Falls,-0.11038431283118434,-0.12936665290925298,0.8714773141475216,0.6546587922640361,-0.05868233932333347
Narrabeen - Wheeler Heights,-0.10911089674744305,-0.1314248019340136,-0.7962002039553768,-0.07281619305350244,-0.08236568683450052
Camden - Ellis Lane,-0.10754919396636275,-0.13113018867780446,0.3966524652432241,0.6546587922640361,-0.052554010938473346
Currans Hill,-0.08807252072019513,-0.1265428384098051,-0.47192957543536884,-0.5577995165985281,-0.09392579193948276
Elderslie - Narellan,-0.11006362135054087,-0.13105169038146802,0.21135496323179095,-0.3153078548260153,-0.06456622790728686
Harrington Park,-0.11696751837059863,-0.13106166273174172,-0.7614569223282331,-0.5577995165985281,-0.07662105605815475
Mount Annan,-0.12318288366944428,-0.13122369836630474,0.04921964897178693,-0.07281619305350244,-0.08881100564610728
Spring Farm,-0.12028763015743,-0.13012172277088588,-1.1899573957296723,-0.800291178371041,-0.09844014794027373
Bradbury - Wedderburn,-0.12313341742809908,-0.13135680667154076,1.6589916976961125,0.1696754687190104,-0.095227501177403
Campbelltown - Woodbine,-0.09861833979186155,-0.13033456541499228,2.6086413955047076,1.6246254393540875,-0.02453666631265308
Claymore - Eagle Vale - Raby,-0.12323111125692704,-0.13036005405105666,1.3115588814246755,0.41216713049152326,-0.09409689323444999
Leumeah - Minto Heights,-0.11935160740318702,-0.13108406200622552,1.3810454446789628,-0.07281619305350244,-0.09025098784151062
Minto - St Andrews,-0.11282234324165322,-0.13182227388477982,1.022031534531811,0.1696754687190104,-0.08650192604414941
Rosemeadow - Glen Alpine,-0.12161071226539756,-0.13177650555526915,1.161004661040386,0.41216713049152326,-0.09301690658789748
Denham Court - Bardia,-0.11705582240401778,-0.13137168125663823,-1.0162409875939538,-0.5577995165985281,-0.08184312535842833
Glenfield,-0.11852682375710646,-0.12984964241917957,-0.6224837958196583,-0.07281619305350244,-0.08361329497224693
Ingleburn,-0.10670519120712625,-0.13022611925016409,0.6745987182603739,0.41216713049152326,-0.08356149185569699
